unixtime,lat,lon,depth,sci_water_temp
1469369728.86533,48.33719775330618,-64.16997502445734,46.077801254672,5.8398
1469369730.8845198,48.33719635359831,-64.16996366413136,45.858915555294246,5.9592
1469369732.92133,48.337194941676294,-64.16995220467297,45.638119816411546,6.0399
1469369735.0246599,48.337193483642324,-64.16994037095989,45.41011310527993,6.0769
1469369737.2479901,48.33719194242426,-64.16992786210726,45.16909810580512,6.1177
1469369739.4556599,48.33719041206145,-64.16991544135817,44.92978064641291,6.2322
1469369741.47949,48.33718900913721,-64.1699040549275,44.72369367380719,6.2837
1469369743.51025,48.337187601409,-64.16989262950673,44.52498906646913,6.3089
1469369745.54123,48.337186193528396,-64.16988120284925,44.326262950125006,6.3223
1469369747.5731199,48.33718478501679,-64.16986977107035,44.12744776503334,6.3161
1469369749.6540802,48.33718334248998,-64.16985806321681,43.923831242555934,6.3203
1469369751.82092,48.33718184043073,-64.1698458721854,43.711811557318974,6.3015
1469369752.8749402,48.33718110978134,-64.16983994208,43.60867843928565,6.2982
1469369754.90305,48.337179703890136,-64.16982853156877,43.41023312978128,6.2837
1469369756.93707,48.33717829390214,-64.16981708780726,43.21120954994843,6.2632
1469369758.9577599,48.337176893154364,-64.16980571904128,43.01349025104972,6.2529
1469369761.00571,48.33717547351018,-64.16979419690797,42.81310367209583,6.2397
1469369763.07959,48.33717403589097,-64.16978252888553,42.61017987025479,6.2181
1469369765.11234,48.33717262678339,-64.1697710922696,42.41128056208725,6.2034
1469369767.15079,48.33717121372448,-64.1697596235838,42.211823512794425,6.2006
1469369769.17346,48.33716981160429,-64.16974824367897,42.0139104928691,6.1829
1469369771.19046,48.3371684134146,-64.16973689567496,41.8165522746604,6.1559
1469369773.20529,48.33716701672906,-64.1697255598789,41.614887518703945,6.1243
1469369775.41318,48.337165486213884,-64.16971313789307,41.39321777992755,6.1046
1469369777.4426,48.337164079414656,-64.16970172001226,41.18946624701372,6.0722
1469369779.4760401,48.33716266982878,-64.16969027951434,40.985311112950676,6.0077
1469369781.50916,48.33716126046453,-64.16967884081522,40.78118807835629,5.9885
1469369783.58652,48.33715982043317,-64.16966715321527,40.57262342041565,6.077999999999999
1469369785.66345,48.33715838069979,-64.16965546803385,40.36410192082101,6.1716
1469369787.72766,48.337156949784024,-64.16964385441803,40.1568575061272,6.1584
1469369789.7551901,48.33715554429492,-64.16963244717036,39.95329572152661,6.2661
1469369790.87762,48.33715476622343,-64.16962613217713,39.84060497144922,6.6651
1469369792.91055,48.3371533569909,-64.1696146945471,39.63650101461511,6.9176
1469369794.9418302,48.337151948902395,-64.16960326620215,39.432562749445474,7.0493
1469369797.00916,48.33715051582371,-64.16959163503161,39.22500507170441,7.2508
1469369799.07864,48.33714908125478,-64.1695799917658,39.01723155435937,7.5993
1469369801.1015902,48.33714767894053,-64.16956861028618,38.814129598836324,7.622999999999999
1469369803.13208,48.337146271399405,-64.16955718638388,38.61881551175001,7.7954
1469369805.16153,48.337144864579365,-64.16954576833405,38.44204187939626,7.8227
1469369807.1991901,48.337143452068176,-64.1695343040936,38.26455312638176,7.8945
1469369809.2093198,48.337142058640644,-64.16952299474029,38.08946232755505,8.0866
1469369811.24039,48.33714065069758,-64.16951156757575,37.91254758165724,8.1859
1469369813.25046,48.33713925731186,-64.16950025856181,37.737462036947775,8.2971
1469369815.28104,48.337137849708434,-64.16948883415381,37.560589967773,8.4035
1469369817.3097801,48.337136443380565,-64.16947742009863,37.38387818032496,8.8115
1469369819.33289,48.337135040955275,-64.1694660377176,37.20765677023026,9.0926
1469369821.35864,48.33713363670011,-64.16945464048473,37.031205425012686,9.1352
1469369823.38904,48.337132229221446,-64.16944321708947,36.85434903512059,9.2154
1469369825.41034,48.33713082805091,-64.16943184489224,36.67828529007763,9.2582
1469369827.61453,48.33712930010057,-64.16941944372337,36.48629106156178,9.2844
1469369829.6420002,48.33712789465313,-64.16940803681375,36.309689901317455,9.3048
1469369831.81693,48.33712638698586,-64.16939580026644,36.12024433500845,9.3274
1469369833.00665,48.33712556226889,-64.16938910668854,36.016614722466585,9.3376
1469369835.0971699,48.33712411311482,-64.16937734504678,35.84902397788592,9.3709
1469369837.1233199,48.337122708582314,-64.16936594556307,35.69136038182697,9.4046
1469369839.15485,48.337121300320426,-64.16935451581101,35.53327815102341,9.5844
1469369841.1865802,48.33711989191988,-64.1693430849335,35.375180354762264,9.6572
1469369843.19458,48.3371184999689,-64.16933178756413,35.21892907816122,9.7159
1469369845.21579,48.337117098860844,-64.16932041587394,35.061649887682066,9.7625
1469369847.24817,48.33711569000975,-64.16930898133982,34.903501517598016,9.8201
1469369849.26953,48.33711428879757,-64.16929760880456,34.74621063911137,9.8608
1469369851.2843301,48.33711289213303,-64.16928627317887,34.58943024826631,9.8817
1469369853.30719,48.3371114898811,-64.16927489220494,34.43202265667627,9.9003
1469369855.34854,48.33711007481183,-64.16926340720252,34.273176271363724,9.9209
1469369857.37363,48.33710867101411,-64.16925201368261,34.11559515924337,9.9377
1469369859.4061902,48.33710726203826,-64.16924057813576,33.957432782102714,9.9656
1469369861.43945,48.337105852577,-64.16922913864924,33.799215916584274,9.9782
1469369863.47226,48.33710444342777,-64.16921770169527,33.64103407798352,9.9937
1469369865.54999,48.337103003139894,-64.16920601201349,33.49213181119491,10.0168
1469369867.79318,48.33710144815466,-64.16919339142342,33.34806623665791,10.0586
1469369869.81876,48.33710004401731,-64.16918199514697,33.21797635137316,10.1345
1469369870.91815,48.33709928191725,-64.16917580978122,33.14736964718864,10.1703
1469369872.95361,48.337097870931025,-64.16916435791774,33.0166452292334,10.1922
1469369874.98422,48.33709646330676,-64.16915293334073,32.886232289646465,10.3311
1469369877.09918,48.337094997210954,-64.1691410341962,32.75040210394559,10.3705
1469369879.13446,48.337093586349496,-64.16912958334547,32.61968924661211,10.4305
1469369881.22491,48.33709213724402,-64.16911782209807,32.48543317354619,10.448
1469369883.24957,48.33709073374446,-64.16910643099801,32.355402377585165,10.4866
1469369885.26901,48.33708933386322,-64.16909506926494,32.225706809031365,10.4981
1469369887.30179,48.33708792473481,-64.16908363247997,32.095154514187826,10.4936
1469369889.30905,48.33708653329683,-64.16907233927425,31.96624119395781,10.5073
1469369891.3533301,48.33708511619668,-64.16906083778889,31.834950336159896,10.5445
1469369893.37741,48.33708371309906,-64.16904944995112,31.704956779181856,10.5591
1469369895.40836,48.33708230523914,-64.1690380234613,31.574522004566266,10.5502
1469369897.41846,48.3370809118326,-64.16902671427833,31.45482886282889,10.5619
1469369899.4462,48.33707950619789,-64.16901530584893,31.33651460620207,10.5677
1469369901.47714,48.33707809834489,-64.16900387941544,31.21801363331486,10.5644
1469369903.50085,48.337076695503775,-64.16899249365947,31.09993451787037,10.5861
1469369905.52368,48.33707529327268,-64.16898111285457,30.98190674870192,10.623
1469369907.55518,48.33707388503147,-64.16896968327016,30.863373098382468,10.6472
1469369909.5744,48.337072485302926,-64.16895832277653,30.74555597275557,10.667
1469369911.6221302,48.33707106581112,-64.16894680187997,30.62607534463901,10.702
1469369913.65753,48.33706965486638,-64.16893535035318,30.50731413474667,10.7037
1469369915.68964,48.33706824620239,-64.16892391733751,30.388744899552087,10.743
1469369917.7063,48.337066848248384,-64.16891257124632,30.271077138586765,10.7652
1469369919.72864,48.337065446356924,-64.16890119319795,30.153077956954828,10.7605
1469369921.8132,48.3370640013345,-64.16888946508949,30.031448380765077,10.7896
1469369923.12259,48.33706309366186,-64.16888209822582,29.955048293767657,10.7861
1469369925.23325,48.33706163054689,-64.16887022327452,29.83189584350996,10.7878
1469369927.2589998,48.33706022629156,-64.16885882604032,29.7137073753147,10.7906
1469369929.27441,48.33705882920408,-64.16884748698203,29.596166781119706,10.7987
1469369931.30527,48.33705742140661,-64.16883606099924,29.47772512842134,10.8
1469369933.31076,48.33705603119562,-64.16882477775198,29.360763071017622,10.8053
1469369935.34167,48.337054623363436,-64.1688133514875,29.242318498312386,10.8456
1469369937.37354,48.3370532148659,-64.16880191982261,29.123817944903855,10.9077
1469369939.39697,48.3370518122188,-64.16879053564143,29.005809607321392,10.9139
1469369941.4157698,48.33705041278132,-64.16877917750998,28.88807130085116,10.9888
1469369943.44653,48.3370490050531,-64.16876775208921,28.76963547426176,10.9992
1469369945.47235,48.33704760074949,-64.16875635446335,28.651487768922447,11.0031
1469369947.51126,48.337046187371605,-64.16874488318868,28.532576620832497,11.0336
1469369949.5211802,48.33704479408985,-64.16873357501846,28.41535621234405,11.0628
1469369951.5537698,48.33704338509301,-64.16872213930124,28.29681365255087,11.0699
1469369953.5713801,48.33704198648056,-64.16871078786598,28.17914475881557,11.0614
1469369955.60629,48.337040575875434,-64.16869933909574,28.06046689146557,11.0701
1469369957.63394,48.337039170303214,-64.16868793117337,27.94221245292247,11.0743
1469369959.67462,48.337037755698496,-64.1686764499416,27.79925619180491,11.0802
1469369961.68915,48.33703635922089,-64.16866511583301,27.653064236675306,11.1103
1469369963.70386,48.33703496261864,-64.16865378071303,27.50685923603345,11.1364
1469369965.72205,48.33703356360408,-64.16864242601415,27.360401699188838,11.1877
1469369967.75485,48.33703215446178,-64.1686309891165,27.21288392899477,11.2752
1469369968.87308,48.33703137930174,-64.16862469775312,27.131735358115158,11.3537
1469369970.89273,48.33702997927504,-64.16861333483962,26.985171865412386,11.405999999999999
1469369972.91516,48.337028577321284,-64.16860195628556,26.838406634416646,11.4518
1469369974.9521198,48.337027165295154,-64.16859049598207,26.69058696615449,11.4831
1469369977.04544,48.33702571420029,-64.16857871858842,26.538677339481147,11.5007
1469369979.29388,48.337024155575754,-64.16856606846103,26.37551083717246,11.5076
1469369981.46353,48.3370226515686,-64.16855386162007,26.218062023709255,11.5129
1469369983.5303302,48.33702121885748,-64.16854223343276,26.068076921524895,11.5182
1469369985.55746,48.33701981364553,-64.16853082843463,25.92097060401908,11.5147
1469369987.58984,48.33701840479446,-64.16851939390051,25.773483319491586,11.5204
1469369989.60556,48.33701700749196,-64.16850805309707,25.636187346557413,11.5132
1469369991.64194,48.33701559586794,-64.16849659605718,25.526232486762968,11.5414
1469369993.7605,48.33701412727668,-64.16848467665906,25.411840308550747,11.5574
1469369994.95068,48.33701330224073,-64.16847798049228,25.34757623278572,11.5659
1469369997.11972,48.33701179865651,-64.1684657770839,25.23045836723607,11.5969
1469369999.12744,48.33701040689972,-64.16845448129065,25.12205101462839,11.6394
1469370001.33496,48.337008876641036,-64.16844206138666,25.002855409330287,11.7806
1469370003.40146,48.33700744413783,-64.16843043488683,24.891274218080486,11.8848
1469370005.41754,48.33700604658577,-64.16841909205789,24.782415457179727,11.9459
1469370007.44394,48.337004641880064,-64.1684076911684,24.672999480920108,11.991
1469370009.58371,48.337003158585844,-64.16839565243794,24.557462052898412,12.0283
1469370011.64786,48.337001727711545,-64.16838403915881,24.446007742587913,12.0166
1469370013.66547,48.33700032909911,-64.16837268772353,24.337066385491273,12.0611
1469370015.69559,48.33699892181448,-64.16836126590307,24.22744953157572,12.0921
1469370017.70447,48.336997529253644,-64.16834996358399,24.118979549527122,12.133
1469370019.73334,48.336996122835544,-64.1683385487964,24.00943019122488,12.1609
1469370021.77997,48.336994704106296,-64.16832703408902,23.911859338594073,12.126
1469370022.875,48.336993945028574,-64.16832087325318,23.86264433815972,12.1711
1469370024.90808,48.33699253569209,-64.16830943477943,23.77126964366049,12.1827
1469370026.93964,48.336991127409384,-64.16829800485833,23.679963271048152,12.2317
1469370028.96994,48.336989720000155,-64.16828658202647,23.588713529736356,12.2772
1469370031.04916,48.336988278679335,-64.16827488396102,23.49526512238252,12.302999999999999
1469370033.13998,48.336986829317354,-64.1682631206318,23.401295364168448,12.3058
1469370035.1663198,48.33698542465312,-64.16825172007901,23.310223596228575,12.3104
1469370037.20084,48.336984014318546,-64.16824027350462,23.21878419095849,12.3202
1469370039.20633,48.33698262410756,-64.16822899025735,23.128649502273745,12.3307
1469370041.24005,48.33698121432749,-64.16821754818329,23.037246047431914,12.3368
1469370043.2892199,48.336979793837436,-64.16820601918478,22.945148208193217,12.342
1469370045.32736,48.336978380993536,-64.16819455224413,22.85354610982265,12.350999999999999
1469370047.5378401,48.336976848683,-64.16818211568682,22.754198360420894,12.3574
1469370049.5471199,48.336975455844666,-64.16817081111554,22.663893327784468,12.3851
1469370051.5784,48.33697404775618,-64.16815938277058,22.57177394548816,12.3987
1469370053.5975,48.3369726481106,-64.16814802295032,22.460219009205986,12.4061
1469370055.75079,48.33697115544427,-64.16813590815387,22.34125010724156,12.4159
1469370056.8891,48.33697036636481,-64.16812950381764,22.278358679047628,12.4327
1469370071.59763,48.3369601703731,-64.16804675098665,21.465714942963857,12.5196
1469370073.7479901,48.33695867973799,-64.16803465267587,21.346907932072337,12.529000000000002
1469370075.9419901,48.336957158851405,-64.16802230883782,21.225689811173975,12.5378
1469370077.0690901,48.33695637754273,-64.16801596757085,21.163417731594024,12.5635
1469370079.31458,48.33695482096309,-64.16800333404043,21.039354793318992,12.5645
1469370081.73355,48.336953144126646,-64.1679897244802,20.90570711317304,12.5658
1469370083.82635,48.33695169339224,-64.1679779500121,20.782588186373992,12.5675
1469370085.01642,48.33695086843264,-64.16797125446503,20.709605439806836,12.5797
1469370087.19742,48.3369493565577,-64.16795898376739,20.575852482950264,12.5683
1469370089.44647,48.33694779751021,-64.1679463302074,20.437926253154835,12.5847
1469370091.81238,48.33694615745514,-64.16793301917255,20.292833421376056,12.5875
1469370093.94775,48.33694467721103,-64.16792100519736,20.161878788462122,12.5888
1469370095.07437,48.33694389623519,-64.16791466663194,20.092787210279948,12.5904
1469370097.33615,48.33694232836332,-64.16790194145133,19.95408030211583,12.5927
1469370099.754,48.336940652303326,-64.16788833819292,19.805802177433968,12.5939
1469370101.87384,48.336939182824544,-64.16787641159156,19.675799936161283,12.5975
1469370103.01614,48.33693839097926,-64.16786998480724,19.605746754879945,12.6098
1469370105.2049599,48.336936873683385,-64.16785767011214,19.471514217357505,12.6196
1469370107.45316,48.336935315225276,-64.16784502133552,19.33364012733813,12.6209
1469370109.9105802,48.33693361173535,-64.16783119545,19.182935324486962,12.6272
1469370111.0120802,48.336932848172616,-64.16782499821299,19.115384252980274,12.6341
1469370113.0983,48.33693140199939,-64.16781326076446,18.987443813794055,12.6431
1469370115.35501,48.33692983764205,-64.16780056410843,18.88092059556508,12.6494
1469370117.76633,48.336928166108684,-64.16778699758923,18.780057080871693,12.6544
1469370119.92426,48.336926670226,-64.1677748566881,18.68979266282909,12.662
